image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2361329,truck with gray trim and headlight on train,7,4,2,1,2,"['truck with gray trim and headlight on sedan', 'truck with gray trim and headlight on bus', 'motorcycle with gray trim and headlight on train', 'truck with gray trim and lantern on train', 'tank with gray trim and headlight on train']",12.0,43.0,411.0,321.0
2361340,"a pizza with meat and another meat on top of it, on a dish",7,4,3,0,1,"['a pizza with meat and another meat on top of it, on a line', 'a salad with meat and another meat on top of it, on a dish', 'a soup with meat and another meat on top of it, on a dish', 'a pizza with cheese and another meat on top of it, on a dish', 'a pizza with butter and another meat on top of it, on a dish']",4.0,25.0,494.0,348.0
2361355,a bus with windows and a fence beside it,7,4,3,0,1,"['a bus with windows and a fender beside it', 'a bus with interface and a fence beside it', 'a bus with windows and a lever beside it', 'a bus with wbydows and a fence beside it', 'a bus with wneardows and a fence beside it']",38.0,62.0,304.0,222.0
2361391,"a computer with keys and an hp circle on it, as well as a logo",7,4,3,0,1,"['a computer with keys and an hp circle across it, as well as a logo', 'a computer with exhaust and an hp circle on it, as well as a logo', 'a computer with keys and an hp circle on it, as well as a tag', 'a bar with keys and an hp circle on it, as well as a logo', 'a computer with keys and an hp circle below it, as well as a logo']",2.0,75.0,431.0,277.0
2361400,a man on a skateboard with a cast on his wrist,7,4,3,0,2,"['a kid on a skateboard with a cast on his wrist', 'a man on a skateboard with a machine on his wrist', 'a man on a skateboard with a crew on his wrist', 'a man on a tank with a cast on his wrist', 'a teenager on a skateboard with a cast on his wrist']",58.0,55.0,194.0,350.0
2361402,a lady in denim cutoffs standing in front of a couch with trim,7,4,3,0,1,"['a lady in denim cutoffs standing in frinsidet of a couch with trim', 'a nurse in denim cutoffs standing in front of a couch with trim', 'a lady in denim cutoffs standing in fracrosst of a couch with trim', 'a lady in denim cutoffs standing in front of a dresser with trim', 'a lady in denim cutoffs standing in front of a desk with trim']",0.0,66.0,363.0,431.0
2361409,flowers growing inside a fence with a post and a tree,7,4,3,0,2,"['flowers growing inside a fence with a stand and a tree', 'flowers growing inside a fence with a post and a carrot', 'flowers growing inside a pin with a post and a tree', 'flowers growing inside a fence with a pool and a tree', 'flowers growing inside a fence with a post and a cactus']",0.0,0.0,220.0,420.0
2361418,a zebra with an ear and stripes near leaves,7,4,3,0,1,"['a zebra with an penis and stripes near leaves', 'a zebra with an ear and stripes near gill', 'a zebra with an ear and button near leaves', 'a zebra with an ear and stripes over leaves', 'a horse with an ear and stripes near leaves']",54.0,52.0,266.0,349.0
2361422,the sky above a skate park with clouds,7,5,2,0,3,"['the sky above a skate site with clouds', 'the neon above a skate park with clouds', 'the sky above a skate park with life', 'the sky at a skate park with clouds', 'the sky above a skate centre with clouds']",1.0,3.0,329.0,402.0
2361427,a pizza with an edge and a pizza cutter with a handle to cut the pizza,7,4,3,0,1,"['a pizza with an tip and a pizza cutter with a handle to cut the pizza', 'a pasta with an edge and a pizza cutter with a handle to cut the pizza', 'a pizza with an outline and a pizza cutter with a handle to cut the pizza', 'a pizza with an edge and a pizza cutter with a length to cut the pizza', 'a mess with an edge and a pizza cutter with a handle to cut the pizza']",89.0,56.0,361.0,254.0
2361492,a sailboat on water with a pair of sailboats in the background,7,5,2,0,3,"['a sailboat under water with a pair of sailboats in the background', 'a sailboat on lime with a pair of sailboats in the background', 'a ferry on water with a pair of sailboats in the background', 'a sailboat on water with a trio of sailboats in the background', 'a steamer on water with a pair of sailboats in the background']",60.0,234.0,248.0,256.0
2361509,a car traveling on a street with buildings along the street and a post by the street,7,4,3,0,1,"['a car traveling on a street with road along the street and a post by the street', 'a car traveling on a expressway with buildings along the street and a post by the street', 'a car traveling on a street with water along the street and a post by the street', 'a cat traveling on a street with buildings along the street and a post by the street', 'a car traveling on a street with buildings along the street and a home by the street']",1.0,0.0,374.0,500.0
2361511,"buildings on a hill, with another building on the hill",7,4,3,0,1,"['stations on a hill, with another building on the hill', 'housing on a hill, with another building on the hill', 'buildings on a rise, with another building on the hill', 'buildings across a hill, with another building on the hill', 'buildings under a hill, with another building on the hill']",22.0,109.0,455.0,254.0
2361536,a boat in a beach with a cow and another cow next to it,7,4,3,0,1,"['a boat in a wall with a cow and another cow next to it', 'a yacht in a beach with a cow and another cow next to it', 'a boat in a beach with a ox and another cow next to it', 'a boat around a beach with a cow and another cow next to it', 'a spaceship in a beach with a cow and another cow next to it']",0.0,1.0,497.0,365.0
2361547,facebook on a screen with a logo; the screen is on a cell phone,7,4,3,0,1,"['facebook inside a screen with a logo; the screen is on a cell phone', 'facebook on a screen with a tag; the screen is on a cell phone', 'facebook on a screen with a ticket; the screen is on a cell phone', 'facebook on a sheet with a logo; the screen is on a cell phone', 'facebook on a wall with a logo; the screen is on a cell phone']",62.0,32.0,177.0,294.0
2361564,a man holding a pole with a hand and a shadow,7,4,3,0,1,"['a man holding a broom with a hand and a shadow', 'a man holdbyg a pole with a hand and a shadow', 'a kid holding a pole with a hand and a shadow', 'a man holdnearg a pole with a hand and a shadow', 'a man holding a fork with a hand and a shadow']",57.0,66.0,316.0,430.0
2361570,"a cat with a nose, on top of a comforter with a flower",7,4,3,0,1,"['a cat with a nose, on top of a girl with a flower', 'a badger with a nose, on top of a comforter with a flower', 'a cat with a nose, on top of a woman with a flower', 'a cat with a nose, across top of a comforter with a flower', 'a panda with a nose, on top of a comforter with a flower']",1.0,81.0,274.0,418.0
2361582,"a man with a nose and shirt, and a tie with a knot",7,5,2,0,3,"['a man with a nose and shirt, and a coat with a knot', 'a boy with a nose and shirt, and a tie with a knot', 'a man with a nose and shirt, and a bra with a knot', 'a man with a nose and hat, and a tie with a knot', 'a man with a nose and apron, and a tie with a knot']",0.0,43.0,374.0,456.0
2361585,"an aircraft with a plane tire, cockpit, and wheel",7,4,3,0,1,"['an car with a plane tire, cockpit, and wheel', 'an aircraft with a plane tire, box, and wheel', 'an trailer with a plane tire, cockpit, and wheel', 'an aircraft with a plane tire, cockpit, and gun', 'an aircraft with a plane tire, cockpit, and head']",37.0,25.0,407.0,292.0
2361606,a chair next to a window with curtains and a table next to the chair,7,4,3,0,1,"['a chair next to a lattice with curtains and a table next to the chair', 'a chair next to a sash with curtains and a table next to the chair', 'a bed next to a window with curtains and a table next to the chair', 'a chair next to a window with shutter and a table next to the chair', 'a chair next to a window with curtains and a row next to the chair']",232.0,25.0,266.0,242.0
2361606,flowers in a vase on a coffee table next to a sofa,7,4,3,0,1,"['flowers in a vase on a coffee line next to a sofa', 'flowers in a vase on a coffee table next to a bed', 'flowers in a vase inside a coffee table next to a sofa', 'flowers in a kettle on a coffee table next to a sofa', 'flowers in a font on a coffee table next to a sofa']",166.0,194.0,333.0,177.0
2361615,a lady with an arm wearing a ring on her finger,7,4,3,0,1,"['a girl with an arm wearing a ring on her finger', 'a guy with an arm wearing a ring on her finger', 'a lady with an arm wearing a ring on her toe', 'a lady with an thigh wearing a ring on her finger', 'a lady with an arm wearing a ring under her finger']",47.0,29.0,313.0,398.0
2361619,a bike with a mirror and handle on it; there is a stand on the bike,7,4,3,0,1,"['a bike with a mirror and handle on it; there is a lock on the bike', 'a bike with a mirror and handle inside it; there is a stand on the bike', 'a bike with a brake and handle on it; there is a stand on the bike', 'a bike with a mirror and audio on it; there is a stand on the bike', 'a bike with a mirror and handle on it; there is a mirror on the bike']",41.0,67.0,457.0,262.0
2361625,a chair with a rattan arm and a couch with a rattan another arm,7,4,3,0,1,"['a bed with a rattan arm and a couch with a rattan another arm', 'a chair with a rattan finger and a couch with a rattan another arm', 'a sofa with a rattan arm and a couch with a rattan another arm', 'a chair with a rattan leg and a couch with a rattan another arm', 'a chair with a rattan arm and a bed with a rattan another arm']",174.0,182.0,302.0,315.0
2361626,a slice of pizza with toppings and a salad; the salad has an apple in it,7,4,3,0,1,"['a slice of pizza with toppings and a salad; the salad has an olive in it', 'a slice of pizza with toppbelowgs and a salad; the salad has an apple in it', 'a slice of pizza with flourish and a salad; the salad has an apple in it', 'a slice of pizza with toppings and a salad; the salad has an bean in it', 'a slice of pizza with trim and a salad; the salad has an apple in it']",0.0,23.0,347.0,474.0
2361635,a cake with orange circles and a bulb hanging from the ceiling,7,4,2,1,2,"['a cake with strawberry circles and a bulb hanging from the ceiling', 'a cake with black circles and a bulb hanging from the ceiling', 'a cake with white circles and a bulb hanging from the ceiling', 'a sign with orange circles and a bulb hanging from the ceiling', 'a bed with orange circles and a bulb hanging from the ceiling']",25.0,2.0,339.0,441.0
2361650,a man on a cellphone with a tag and a poster behind him,7,4,3,0,1,"['a man below a cellphone with a tag and a poster behind him', 'a girl on a cellphone with a tag and a poster behind him', 'a man inside a cellphone with a tag and a poster behind him', 'a woman on a cellphone with a tag and a poster behind him', 'a man on a cellphone with a logo and a poster behind him']",7.0,7.0,289.0,485.0
2361657,a man with two bags and luggage behind him,7,4,3,0,1,"['a man with two bags and backpack behind him', 'a man with two bin and luggage behind him', 'a boy with two bags and luggage behind him', 'a man with two lift and luggage behind him', 'a man with two bars and luggage behind him']",104.0,18.0,394.0,357.0
2361659,a cat on a floor that has a tile and is lit by a light,7,4,3,0,1,"['a cat on a floor that lack a tile and is lit by a light', 'a cat on a floor that has a tile and is lit by a infrared', 'a cat on a back that has a tile and is lit by a light', 'a cat on a floor that has a die and is lit by a light', 'a cat on a floor that refuse a tile and is lit by a light']",2.0,254.0,373.0,246.0
2361692,a seahorse in a row with an eye; the sky is above the grass,7,5,2,0,3,"['a seahorse in a row with an eye; the neon is above the grass', 'a seahorse in a row with an eye; the breath is above the grass', 'a seahorse in a file with an eye; the sky is above the grass', 'a seahorse in a row with an pump; the sky is above the grass', 'a seahorse in a row with an eye; the sky is above the reed']",1.0,1.0,498.0,334.0
2361704,"a bathroom with a lamp, dispenser, and cup",7,4,3,0,1,"['a bathroom with a lamp, dispenser, and powder', 'a closet with a lamp, dispenser, and cup', 'a bathroom with a lamp, mantle, and cup', 'a bathroom with a lamp, dispenser, and pan', 'a bathroom with a lamp, curtain, and cup']",5.0,7.0,328.0,472.0
2361724,a stove with a burner and dials; there is a word on the stove,7,4,3,0,1,"['a stove with a lens and dials; there is a word on the stove', 'a refrigerator with a burner and dials; there is a word on the stove', 'a stove with a burner and dials; there is a word inside the stove', 'a stove with a burner and dials; there is a name on the stove', 'a disposal with a burner and dials; there is a word on the stove']",5.0,191.0,253.0,307.0
2361728,a man surfing in water on a board with a pattern,7,4,3,0,1,"['a man surfaboveg in water on a board with a pattern', 'a man surfing in water inside a board with a pattern', 'a man surfing in water on a organ with a pattern', 'a man surfing in water below a board with a pattern', 'a man surfing in water on a arm with a pattern']",2.0,46.0,482.0,281.0
2361737,a tub with a wood base and a towel rack on the wall,7,4,3,0,2,"['a bucket with a wood base and a towel rack on the wall', 'a tub with a wood base and a towel rack across the wall', 'a tub with a wood base and a towel rack inside the wall', 'a tub with a wood base and a towel rack on the center', 'a chest with a wood base and a towel rack on the wall']",0.0,2.0,293.0,346.0
2361743,a telephone with a base and handset; there is a picture of the telephone,7,4,3,0,1,"['a telephone with a base and handset; there is a copy of the telephone', 'a telephone with a network and handset; there is a picture of the telephone', 'a telephone with a base and receiver; there is a picture of the telephone', 'a telephone with a post and handset; there is a picture of the telephone', 'a telephone with a base and camera; there is a picture of the telephone']",0.0,9.0,483.0,301.0
2361751,cabinets with a door and metal under the counter,7,4,3,0,1,"['cabinets with a door and metal under the dresser', 'cabinets with a door and paper under the counter', 'closet with a door and metal under the counter', 'cabinets with a door and fire under the counter', 'counter with a door and metal under the counter']",266.0,23.0,233.0,312.0
2361869,a man skateboarding on a metal with a bracelet and shoes; a person is watching the man,7,5,2,0,3,"['a man skateboarding on a metal with a strap and shoes; a person is watching the man', 'a girl skateboarding on a metal with a bracelet and shoes; a person is watching the man', 'a man skateboarding on a metal with a bracelet and look; a person is watching the man', 'a man skateboarding on a stone with a bracelet and shoes; a person is watching the man', 'a woman skateboarding on a metal with a bracelet and shoes; a person is watching the man']",4.0,29.0,453.0,252.0
2361889,"a bus with a windshield on a road, and a truck on the road",7,4,3,0,1,"['a bus with a windshield on a road, and a tank on the road', 'a semi with a windshield on a road, and a truck on the road', 'a bus with a windshield on a corner, and a truck on the road', 'a craft with a windshield on a road, and a truck on the road', 'a bus with a windshield on a window, and a truck on the road']",1.0,306.0,366.0,189.0
2361892,a boat on water with clouds in the sky,7,4,3,0,1,"['a boat on rubber with clouds in the sky', 'a boat on water with clouds in the neon', 'a boat on water with reflection in the sky', 'a boat on water with electricity in the sky', 'a boat on air with clouds in the sky']",1.0,0.0,498.0,280.0
2361893,"a cow with a spot on its ear, and a white cow grazing behind it",7,4,2,1,2,"['a bull with a spot on its ear, and a white cow grazing behind it', 'a cow with a spot on its ear, and a black cow grazing behind it', 'a cow with a saddle on its ear, and a white cow grazing behind it', 'a cow with a spot across its ear, and a white cow grazing behind it', 'a cow with a spot inside its ear, and a white cow grazing behind it']",15.0,76.0,299.0,421.0
2361905,an elephant with a trunk and an ear; the elephant's tail is behind it,7,4,3,0,1,"[""an elephant with a trunk and an ear; the elephant's foot is behind it"", ""an ape with a trunk and an ear; the elephant's tail is behind it"", ""an bear with a trunk and an ear; the elephant's tail is behind it"", ""an elephant with a trunk and an stomach; the elephant's tail is behind it"", ""an elephant with a blade and an ear; the elephant's tail is behind it""]",100.0,100.0,243.0,172.0
2361927,a bear in water with a head,7,5,2,0,3,"['a bear in nitrogen with a head', 'a bear above water with a head', 'a bear in water with a horn', 'a rat in water with a head', 'a bear in polish with a head']",214.0,99.0,238.0,206.0
2361945,"a bed with curtains and a lamp, surrounded by a barrier",7,4,3,0,1,"['a couch with curtains and a lamp, surrounded by a barrier', 'a bed with curtains and a lamp, surrounded by a loft', 'a bed with curtains and a lamp, surrounded by a room', 'a bed with curtains and a shelf, surrounded by a barrier', 'a sofa with curtains and a lamp, surrounded by a barrier']",1.0,57.0,330.0,441.0
2361951,a train on train tracks with the front window of the train in the foreground,7,3,3,1,1,"['a semi on train tracks with the front window of the train in the foreground', 'a train on train tracks with the back window of the train in the foreground', 'a shuttle on train tracks with the front window of the train in the foreground', 'a train under train tracks with the front window of the train in the foreground', 'a train on train tracks with the front fender of the train in the foreground']",65.0,151.0,295.0,338.0
2361963,an umbrella over a head with water and rain on top of it,7,4,3,0,1,"['an umbrella over a head with water and snow on top of it', 'an umbrella over a head with spill and rain on top of it', 'an umbrella over a plate with water and rain on top of it', 'an umbrella across a head with water and rain on top of it', 'an umbrella over a head with water and fog on top of it']",127.0,1.0,372.0,224.0
2361963,a bike with a wheel on a street with a line,7,5,2,0,3,"['a car with a wheel on a street with a line', 'a bike with a block on a street with a line', 'a tank with a wheel on a street with a line', 'a bike with a wheel on a motorway with a line', 'a bike with a wheel on a pike with a line']",0.0,0.0,400.0,366.0
2361985,a house with a desk and a key board inside it,7,4,3,0,2,"['a house with a desk and a key board under it', 'a house with a desk and a key board underside it', 'a house with a desk and a key board byside it', 'a house with a sofa and a key board inside it', 'a house with a desk and a key board below it']",0.0,8.0,484.0,364.0
2361988,a sandwich with lettuce and mustard on a plate,7,4,3,0,1,"['a spaghetti with lettuce and mustard on a plate', 'a sandwich with lettuce and mustard on a third', 'a sandwich with money and mustard on a plate', 'a sandwich with lettuce and mustard under a plate', 'a sandwich with cash and mustard on a plate']",135.0,107.0,348.0,184.0
2361992,train with a window and a number on the grass next to it,7,4,3,0,1,"['train with a buck and a number on the grass next to it', 'train with a window and a number below the grass next to it', 'bus with a window and a number on the grass next to it', 'train with a window and a number on the bean next to it', 'train with a window and a perimeter on the grass next to it']",17.0,121.0,401.0,229.0
2361998,"a dad with a shirt, ear, and cap",7,4,3,0,1,"['a dad with a cap, ear, and cap', 'a dad with a shirt, ear, and hose', 'a dad with a shirt, ear, and top', 'a dad with a helmet, ear, and cap', 'a mummy with a shirt, ear, and cap']",264.0,1.0,235.0,253.0
2362022,shelves in a wall,7,4,3,0,1,"['safe in a wall', 'shelves in a room', 'shelves in a gallery', 'shelves by a wall', 'shelves across a wall']",1.0,0.0,293.0,346.0
2362022,a couch with a pattern and a table in front of it. the table has a leg.,7,4,3,0,1,"['a bench with a pattern and a table in front of it. the table has a leg.', 'a board with a pattern and a table in front of it. the table has a leg.', 'a couch with a hand and a table in front of it. the table has a leg.', 'a couch with a pattern and a line in front of it. the table has a leg.', 'a couch with a end and a table in front of it. the table has a leg.']",28.0,224.0,304.0,265.0
2362026,baby opens mouth while right hand holding toothbrush,7,4,2,1,2,"['grandson opens mouth while right hand holding toothbrush', 'baby opens mouth while right hand holding pull', 'baby opens mouth while wrong hand holding toothbrush', 'baby opens mouth while right claw holding toothbrush', 'granddaughter opens mouth while right hand holding toothbrush']",117.0,10.0,366.0,312.0
2362054,"a laptop with a screen, logo, and stickers",7,4,3,0,1,"['a laptop with a body, logo, and stickers', 'a laptop with a screen, tag, and stickers', 'a laptop with a screen, logo, and beard', 'a laptop with a design, logo, and stickers', 'a laptop with a screen, ticket, and stickers']",67.0,6.0,235.0,254.0
2362086,"a cup with words on it, on a table with a shadow",7,4,3,0,1,"['a box with words on it, on a table with a shadow', 'a cup with words on it, on a row with a shadow', 'a cup with words inside it, on a table with a shadow', 'a cup with words on it, on a line with a shadow', 'a glass with words on it, on a table with a shadow']",2.0,41.0,496.0,332.0
2362112,a man wearing a boot with a lift in the sky,7,4,3,0,2,"['a man wearbyg a boot with a lift in the sky', 'a man wearing a boot with a lift in the breath', 'a man wearing a boot with a crack in the sky', 'a man wearing a mask with a lift in the sky', 'a man wearing a boot with a lift in the neon']",0.0,1.0,374.0,295.0
2362121,a bed sitting next to a counter with a shelf; the shelf has toilet paper on it,7,4,3,0,1,"['a bed sitting next to a counter with a shelf; the shelf has toilet paper inside it', 'a bed sitting next to a counter with a rack; the shelf has toilet paper on it', 'a bed sitting next to a dresser with a shelf; the shelf has toilet paper on it', 'a bed sitting next to a desk with a shelf; the shelf has toilet paper on it', 'a bed sitting next to a counter with a shelf; the shelf has toilet paper across it']",100.0,215.0,231.0,277.0
2362124,a woman with a dress and an eye,7,5,2,0,3,"['a woman with a skirt and an eye', 'a girl with a dress and an eye', 'a woguide with a dress and an eye', 'a woman with a dress and an stomach', 'a woman with a dress and an pump']",8.0,52.0,345.0,446.0
2362139,"a toilet with a lid and a pipe above it, next to a sink",7,4,3,0,1,"['a toilet with a lid and a barrel above it, next to a sink', 'a toilet with a lid and a pipe under it, next to a sink', 'a toilet with a lid and a pipe above it, next to a shower', 'a closet with a lid and a pipe above it, next to a sink', 'a door with a lid and a pipe above it, next to a sink']",1.0,91.0,371.0,408.0
2362145,a lady holding a paper plate with a pizza on a plate,7,5,2,0,3,"['a lady holding a paper plate with a pizza inside a plate', 'a lady holding a paper plate with a salad on a plate', 'a boy holding a paper plate with a pizza on a plate', 'a lady holding a paper plate with a cake on a plate', 'a gentleman holding a paper plate with a pizza on a plate']",11.0,15.0,350.0,425.0
2362196,a dog on the grass with a frisbee and an ear,7,4,3,0,1,"['a head on the grass with a frisbee and an ear', 'a dog below the grass with a frisbee and an ear', 'a dog on the grass with a frisbee and an eye', 'a fox on the grass with a frisbee and an ear', 'a dog on the peanut with a frisbee and an ear']",20.0,24.0,459.0,465.0
2362218,"man with an ear and shoes, holding a racket and wearing a shirt",7,5,2,0,3,"['woman with an ear and shoes, holding a racket and wearing a shirt', 'man with an ear and shoes, holding a racket and wearing a hose', 'man with an ear and shoes, holding a racket and wearing a cap', 'man with an ear and shoes, holding a rattle and wearing a shirt', 'man with an penis and shoes, holding a racket and wearing a shirt']",47.0,51.0,242.0,368.0
2362222,a man wearing a shirt with a sock and lines on the shirt,7,4,3,0,1,"['a man wearing a sweater with a sock and lines on the shirt', 'a man wearing a shirt with a sock and garland on the shirt', 'a man wearing a hat with a sock and lines on the shirt', 'a man wearing a shirt with a sock and matrix on the shirt', 'a man wearing a shirt with a sock and lines under the shirt']",188.0,39.0,198.0,274.0
2362230,"a bus with a side, light, and window",7,4,3,0,1,"['a bus with a place, light, and window', 'a bus with a side, heavy, and window', 'a bus with a corner, light, and window', 'a bus with a side, ultraviolet, and window', 'a train with a side, light, and window']",37.0,65.0,429.0,251.0
2362235,a tomato on a plate that is on a table; there is a carafe on the table,7,4,3,0,1,"['a tomato on a plate that is on a table; there is a aquarium on the table', 'a tomato on a plate that is on a line; there is a carafe on the table', 'a tomato on a plate that is on a row; there is a carafe on the table', 'a tomato under a plate that is on a table; there is a carafe on the table', 'a tomato on a plate that is on a table; there is a mug on the table']",1.0,129.0,331.0,368.0
2362236,woman near train with open window,7,4,2,1,2,"['woman near local with open window', 'woman under train with open window', 'woman inside train with open window', 'driver near train with open window', 'woman near train with close window']",2.0,0.0,199.0,333.0
2362237,a train with lights on a track going into a tunnel,7,5,2,0,3,"['a train with lights on a side going into a tunnel', 'a train with lights on a track going into a shaft', 'a train with lights on a route going into a tunnel', 'a train with lights across a track going into a tunnel', 'a train with infrared on a track going into a tunnel']",12.0,78.0,445.0,293.0
2362241,a locomotive with headlights and a window carrying cargo,7,4,3,0,1,"['a locomotive with headlights and a frame carrying cargo', 'a locomotive with candle and a window carrying cargo', 'a locomotive with headlights and a window carrying stock', 'a truck with headlights and a window carrying cargo', 'a locomotive with headlights and a window carrying line']",124.0,108.0,243.0,255.0
2362251,a catcher with a vest in front of an umpire during a game,7,4,3,0,1,"['a catcher with a vest in front of an umpire during a performance', 'a catcher with a vest in front of an starter during a game', 'a catcher with a vest in front of an ordinary during a game', 'a catcher with a vest in frinsidet of an umpire during a game', 'a catcher with a vest in front of an umpire during a competition']",2.0,54.0,493.0,302.0
2362257,"a desk with a computer monitor, partition, and webcam",7,4,3,0,1,"['a board with a computer monitor, partition, and webcam', 'a desk with a computer macrossitor, partition, and webcam', 'a desk with a computer monitor, web, and webcam', 'a bed with a computer monitor, partition, and webcam', 'a desk with a computer monitor, pad, and webcam']",61.0,3.0,434.0,369.0
2362280,"a window with a frame, a boat, and a flag on another boat",7,5,2,0,3,"['a window with a horse, a boat, and a flag on another boat', 'a window with a sash, a boat, and a flag on another boat', 'a hoop with a frame, a boat, and a flag on another boat', 'a window with a frame, a spaceship, and a flag on another boat', 'a window with a frame, a ship, and a flag on another boat']",0.0,9.0,440.0,254.0
2362330,a hydrant with a chain and a car next to it on the side walk,7,4,3,0,1,"['a hydrant with a train and a car next to it on the side walk', 'a hydrant with a line and a car next to it on the side walk', 'a shower with a chain and a car next to it on the side walk', 'a fountain with a chain and a car next to it on the side walk', 'a hydrant with a chain and a tank next to it on the side walk']",4.0,13.0,333.0,485.0
2362354,a clock on a tower with numerals on the side,7,4,3,0,1,"['a timer on a tower with numerals on the side', 'a clock on a tower with taps on the side', 'a clock below a tower with numerals on the side', 'a balance on a tower with numerals on the side', 'a clock on a panel with numerals on the side']",26.0,124.0,254.0,375.0
2362405,a clock with a border lining the plate and the face on the clock,7,4,3,0,1,"['a clock with a border lining the plate and the crest on the clock', 'a timer with a border lining the plate and the face on the clock', 'a clock with a border lining the plate and the head on the clock', 'a clock with a tip lining the plate and the face on the clock', 'a clock with a pole lining the plate and the face on the clock']",10.0,25.0,350.0,430.0
2362424,a woman with a top and lips; an eye is on the woman,7,4,3,0,1,"['a woman with a top and lips; an eye is across the woman', 'a woman with a top and bust; an eye is on the woman', 'a woman with a top and lips; an button is on the woman', 'a woman with a top and lips; an penis is on the woman', 'a woman with a top and band; an eye is on the woman']",69.0,109.0,426.0,244.0
2362436,"a pizza with a pepper on it, on a table with a bowl",7,4,3,0,1,"['a pizza with a pepper below it, on a table with a bowl', 'a pizza with a pepper on it, on a table with a envelope', 'a pizza with a pepper on it, on a line with a bowl', 'a cake with a pepper on it, on a table with a bowl', 'a pizza with a pepper across it, on a table with a bowl']",2.0,0.0,496.0,374.0
2362463,a pizza with pepperoni on a table with a scratch,7,4,3,0,1,"['a pizza with pepperunderi on a table with a scratch', 'a pizza with pepperoni on a row with a scratch', 'a pizza with pepperoni on a table with a cut', 'a pizza with roast on a table with a scratch', 'a pizza with pepperoni on a wing with a scratch']",14.0,77.0,454.0,418.0
2362473,a dog wearing a pirate hat with crossbones and a stripe,7,4,3,0,1,"['a dog wearing a pirate hat with crossbunderes and a stripe', 'a dog wearing a pirate robe with crossbones and a stripe', 'a dog wearing a pirate suit with crossbones and a stripe', 'a dog wearing a pirate hat with mirror and a stripe', 'a head wearing a pirate hat with crossbones and a stripe']",8.0,2.0,490.0,343.0
2362483,a woman with a face and nose under a blanket,7,4,3,0,1,"['a child with a face and nose under a blanket', 'a woman with a throat and nose under a blanket', 'a woman with a face and nose under a bandage', 'a woman with a face and nose under a throw', 'a woman with a face and nose in a blanket']",68.0,19.0,417.0,227.0
2362503,"a tree with leaves, a leaf, and bananas",7,4,3,0,1,"['a shrub with leaves, a leaf, and bananas', 'a bush with leaves, a leaf, and bananas', 'a tree with leaves, a leaf, and shrub', 'a tree with flesh, a leaf, and bananas', 'a tree with leaves, a leaf, and fern']",3.0,0.0,371.0,496.0
2362518,an item on a bed in a room with a pillow,7,4,3,0,1,"['an item on a bed above a room with a pillow', 'an item on a counter in a room with a pillow', 'an item on a bed in a tent with a pillow', 'an item inside a bed in a room with a pillow', 'an item on a sofa in a room with a pillow']",1.0,0.0,499.0,374.0
2362551,"a desk with a bag, monitor, and computer on it",7,4,3,0,1,"['a cot with a bag, monitor, and computer on it', 'a desk with a keyboard, monitor, and computer on it', 'a desk with a bag, foreman, and computer on it', 'a box with a bag, monitor, and computer on it', 'a desk with a recorder, monitor, and computer on it']",2.0,55.0,496.0,314.0
2362585,"a walkway between two spires, with an arch underneath the second spire",7,4,2,1,2,"['a walkway between two spires, with an arch acrossneath the second spire', 'a walkway between two spires, with an spiral underneath the second spire', 'a walkway between two rooms, with an arch underneath the second spire', 'a ramp between two spires, with an arch underneath the second spire', 'a walkway between two spires, with an element underneath the second spire']",319.0,97.0,180.0,235.0
2362603,a chef wearing an apron with a hand holding a knife,7,4,3,0,1,"['a chef wearing an apracross with a hand holding a knife', 'a chef wearing an apron with a hand holding a shear', 'a chef wearing an apron with a mug holding a knife', 'a chef wearing an aprunder with a hand holding a knife', 'a blacksmith wearing an apron with a hand holding a knife']",1.0,1.0,497.0,301.0
2362630,"a wing with a propeller on it, and an airplane underneath the wing",7,5,2,0,3,"['a wing with a propeller on it, and an drone underneath the wing', 'a wing with a propeller on it, and an airglider underneath the wing', 'a wing with a propeller on it, and an airchopper underneath the wing', 'a wing with a rudder on it, and an airplane underneath the wing', 'a wing with a propeller below it, and an airplane underneath the wing']",77.0,57.0,325.0,229.0
2362633,a bird on top of a bush with leaves and another leaves,7,4,3,0,1,"['a bird under top of a bush with leaves and another leaves', 'a bird on top of a bush with root and another leaves', 'a mammal on top of a bush with leaves and another leaves', 'a bird on top of a bush with head and another leaves', 'a bird on top of a grape with leaves and another leaves']",0.0,16.0,428.0,261.0
2362639,an elephant in grass with bushes on a hill,7,4,3,0,2,"['an elephant around grass with bushes on a hill', 'an elephant in grass with bushes on a ridge', 'an elephant in bean with bushes on a hill', 'an elephant in grass with sage on a hill', 'an elephant in grass with bushes on a bank']",141.0,1.0,280.0,331.0
2362639,"two elephants, one far from the other, with grass around the latter",7,3,2,2,1,"['two squirrel, one far from the other, with grass around the latter', 'two beavers, one far from the other, with grass around the latter', 'two mole, one far from the other, with grass around the latter', 'two moles, one far from the other, with grass around the latter', 'two elephants, one far from the other, with bamboo around the latter']",0.0,73.0,421.0,259.0
